pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,hits,walks,is_home,park_k_factor,days_rest,game_id
Marcus Stroman,10033,2023-08-29,2023,PIT,ATL,5,3.0,13,4,0,1,1.0,6,2023_10033_15
Charlie Morton,10036,2023-04-12,2023,NYM,HOU,8,4.3,17,5,1,0,1.02,5,2023_10036_0
Charlie Morton,10036,2023-04-24,2023,NYM,CLE,8,6.3,26,4,2,1,1.06,12,2023_10036_1
Charlie Morton,10036,2023-04-25,2023,NYM,BOS,4,5.0,19,6,2,1,1.06,1,2023_10036_2
Charlie Morton,10036,2023-04-26,2023,NYM,CLE,1,4.0,14,2,0,1,1.06,1,2023_10036_3
Charlie Morton,10036,2023-04-30,2023,NYM,TBR,0,4.3,20,6,1,1,1.06,4,2023_10036_4
Charlie Morton,10036,2023-05-09,2023,NYM,TOR,2,4.0,14,2,0,0,1.0,9,2023_10036_5
Charlie Morton,10036,2023-05-14,2023,NYM,SEA,3,3.3,14,4,0,0,1.04,5,2023_10036_6
Charlie Morton,10036,2023-05-17,2023,NYM,CLE,3,7.7,35,10,3,1,1.06,3,2023_10036_7
Charlie Morton,10036,2023-05-26,2023,NYM,MIN,2,4.7,16,4,3,1,1.06,9,2023_10036_8
Charlie Morton,10036,2023-05-27,2023,NYM,ARI,3,5.7,22,6,1,0,1.03,1,2023_10036_9
Charlie Morton,10036,2023-06-01,2023,NYM,KCR,6,5.7,23,8,1,1,1.06,5,2023_10036_10
Charlie Morton,10036,2023-07-03,2023,NYM,LAD,4,6.7,29,6,1,0,1.03,30,2023_10036_11
Charlie Morton,10036,2023-07-19,2023,NYM,SDP,4,5.3,21,5,1,0,1.08,16,2023_10036_12
Charlie Morton,10036,2023-07-26,2023,NYM,COL,7,4.7,17,7,0,0,0.92,7,2023_10036_13
Charlie Morton,10036,2023-07-27,2023,NYM,ARI,6,6.3,29,9,1,0,1.03,1,2023_10036_14
Charlie Morton,10036,2023-08-02,2023,NYM,MIA,7,6.7,29,4,2,0,0.98,6,2023_10036_15
Charlie Morton,10036,2023-08-06,2023,NYM,OAK,6,6.0,28,6,3,0,1.0,4,2023_10036_16
Charlie Morton,10036,2023-08-20,2023,NYM,SDP,3,6.0,26,8,3,0,1.08,14,2023_10036_17
Charlie Morton,10036,2023-08-22,2023,NYM,COL,12,7.7,32,11,2,1,1.06,2,2023_10036_18
Charlie Morton,10036,2023-08-24,2023,NYM,CIN,7,4.3,16,5,2,1,1.06,2,2023_10036_19
Charlie Morton,10036,2023-08-25,2023,NYM,NYY,4,6.7,26,7,3,1,1.06,1,2023_10036_20
Charlie Morton,10036,2023-08-26,2023,NYM,TOR,1,3.7,14,4,0,1,1.06,1,2023_10036_21
Charlie Morton,10036,2023-09-01,2023,NYM,LAA,4,3.7,14,4,0,1,1.06,6,2023_10036_22
Charlie Morton,10036,2023-09-14,2023,NYM,ARI,6,5.3,21,4,2,1,1.06,13,2023_10036_23
Charlie Morton,10036,2023-09-15,2023,NYM,LAD,5,3.7,15,3,2,0,1.03,1,2023_10036_24
Charlie Morton,10036,2023-09-18,2023,NYM,ATL,9,7.3,31,7,4,0,1.02,3,2023_10036_25
Charlie Morton,10036,2023-09-22,2023,NYM,WSN,3,6.7,29,7,3,1,1.06,4,2023_10036_26
Kyle Wright,10037,2023-04-04,2023,CHC,STL,5,6.0,25,6,2,1,0.97,5,2023_10037_0
Kyle Wright,10037,2023-04-05,2023,CHC,STL,13,8.0,36,8,2,0,1.0,1,2023_10037_1
Kyle Wright,10037,2023-04-20,2023,CHC,SDP,8,6.0,26,7,3,1,0.97,15,2023_10037_2
Kyle Wright,10037,2023-04-21,2023,CHC,STL,8,6.3,24,5,1,1,0.97,1,2023_10037_3
Kyle Wright,10037,2023-04-24,2023,CHC,TEX,4,7.3,34,8,1,0,0.99,3,2023_10037_4
Kyle Wright,10037,2023-04-30,2023,CHC,WSN,4,5.7,23,6,2,1,0.97,6,2023_10037_5
Kyle Wright,10037,2023-05-06,2023,CHC,OAK,5,3.3,18,4,0,0,1.0,6,2023_10037_6
Kyle Wright,10037,2023-05-08,2023,CHC,TEX,9,8.0,36,8,4,1,0.97,2,2023_10037_7
Kyle Wright,10037,2023-05-16,2023,CHC,CLE,20,7.7,33,5,2,1,0.97,8,2023_10037_8
Kyle Wright,10037,2023-05-22,2023,CHC,HOU,9,7.3,29,6,3,1,0.97,6,2023_10037_9
Kyle Wright,10037,2023-06-04,2023,CHC,CLE,11,6.7,23,9,3,1,0.97,13,2023_10037_10
Kyle Wright,10037,2023-06-08,2023,CHC,KCR,0,4.3,22,4,3,0,0.96,4,2023_10037_11
Kyle Wright,10037,2023-06-14,2023,CHC,NYY,3,4.7,19,3,1,1,0.97,6,2023_10037_12
Kyle Wright,10037,2023-06-24,2023,CHC,WSN,5,7.3,33,8,2,0,1.01,10,2023_10037_13
Kyle Wright,10037,2023-06-25,2023,CHC,ARI,2,7.0,31,7,3,0,1.03,1,2023_10037_14
Kyle Wright,10037,2023-06-28,2023,CHC,NYM,7,6.0,24,4,2,0,1.06,3,2023_10037_15
Kyle Wright,10037,2023-07-02,2023,CHC,MIA,12,6.7,27,6,2,1,0.97,4,2023_10037_16
Kyle Wright,10037,2023-07-09,2023,CHC,WSN,4,5.0,21,4,1,0,1.01,7,2023_10037_17
Kyle Wright,10037,2023-07-20,2023,CHC,NYY,6,7.0,32,5,3,1,0.97,11,2023_10037_18
Kyle Wright,10037,2023-07-23,2023,CHC,LAD,6,6.0,28,6,1,1,0.97,3,2023_10037_19
Kyle Wright,10037,2023-07-30,2023,CHC,HOU,4,7.7,33,8,4,0,1.02,7,2023_10037_20
Kyle Wright,10037,2023-08-05,2023,CHC,WSN,6,3.7,17,6,1,1,0.97,6,2023_10037_21
Kyle Wright,10037,2023-08-23,2023,CHC,CLE,5,7.7,31,7,2,0,1.04,18,2023_10037_22
Kyle Wright,10037,2023-08-29,2023,CHC,TOR,7,6.7,24,5,2,1,0.97,6,2023_10037_23
Kyle Wright,10037,2023-09-09,2023,CHC,DET,5,7.0,30,8,2,0,1.0,11,2023_10037_24
Kyle Wright,10037,2023-09-22,2023,CHC,WSN,1,4.3,18,5,1,0,1.01,13,2023_10037_25
Cristian Javier,10038,2023-04-03,2023,TBR,TOR,4,4.0,17,4,1,1,1.05,5,2023_10038_0
Cristian Javier,10038,2023-04-11,2023,TBR,MIL,2,4.0,21,6,2,0,1.05,8,2023_10038_1
Cristian Javier,10038,2023-04-28,2023,TBR,COL,3,5.3,25,5,1,0,0.92,17,2023_10038_2
Cristian Javier,10038,2023-04-30,2023,TBR,OAK,1,3.0,15,2,0,1,1.05,2,2023_10038_3
Cristian Javier,10038,2023-05-07,2023,TBR,TOR,0,3.0,15,5,1,0,1.0,7,2023_10038_4
Cristian Javier,10038,2023-05-13,2023,TBR,WSN,4,5.7,19,8,2,0,1.01,6,2023_10038_5
Cristian Javier,10038,2023-05-16,2023,TBR,LAD,2,4.3,16,6,1,0,1.03,3,2023_10038_6
Cristian Javier,10038,2023-05-30,2023,TBR,OAK,5,3.7,19,5,1,1,1.05,14,2023_10038_7
Cristian Javier,10038,2023-06-09,2023,TBR,ARI,5,5.7,26,6,3,1,1.05,10,2023_10038_8
Cristian Javier,10038,2023-06-12,2023,TBR,HOU,2,5.0,27,4,1,1,1.05,3,2023_10038_9
Cristian Javier,10038,2023-06-14,2023,TBR,KCR,6,4.0,20,6,0,0,0.96,2,2023_10038_10
Cristian Javier,10038,2023-06-30,2023,TBR,WSN,2,4.7,21,5,0,0,1.01,16,2023_10038_11
Cristian Javier,10038,2023-07-02,2023,TBR,STL,6,5.3,27,8,2,0,1.0,2,2023_10038_12
Cristian Javier,10038,2023-07-04,2023,TBR,LAD,3,5.7,21,5,1,0,1.03,2,2023_10038_13
Cristian Javier,10038,2023-07-13,2023,TBR,PHI,3,5.3,26,7,1,0,1.01,9,2023_10038_14
Cristian Javier,10038,2023-07-25,2023,TBR,HOU,6,5.0,18,7,1,0,1.02,12,2023_10038_15
Cristian Javier,10038,2023-07-29,2023,TBR,HOU,3,5.0,19,5,1,0,1.02,4,2023_10038_16
Cristian Javier,10038,2023-07-30,2023,TBR,PIT,6,4.7,24,5,0,1,1.05,1,2023_10038_17
Cristian Javier,10038,2023-08-03,2023,TBR,TEX,2,4.3,17,5,1,0,0.99,4,2023_10038_18
Cristian Javier,10038,2023-08-07,2023,TBR,DET,7,5.3,21,5,2,1,1.05,4,2023_10038_19
Cristian Javier,10038,2023-08-08,2023,TBR,KCR,9,7.3,30,8,4,1,1.05,1,2023_10038_20
Cristian Javier,10038,2023-08-13,2023,TBR,SFG,3,4.0,18,4,1,0,1.03,5,2023_10038_21
Cristian Javier,10038,2023-08-19,2023,TBR,TEX,1,4.0,16,5,0,1,1.05,6,2023_10038_22
Cristian Javier,10038,2023-08-31,2023,TBR,HOU,5,5.3,18,6,0,0,1.02,12,2023_10038_23
Cristian Javier,10038,2023-09-02,2023,TBR,TEX,6,6.7,27,10,1,1,1.05,2,2023_10038_24
Cristian Javier,10038,2023-09-04,2023,TBR,CHW,7,6.0,27,6,1,0,0.99,2,2023_10038_25
Cristian Javier,10038,2023-09-09,2023,TBR,MIL,4,3.3,14,2,2,1,1.05,5,2023_10038_26
Cristian Javier,10038,2023-09-16,2023,TBR,CIN,6,5.3,23,7,1,1,1.05,7,2023_10038_27
Cristian Javier,10038,2023-09-22,2023,TBR,ATL,2,5.7,24,4,2,1,1.05,6,2023_10038_28
Bryce Miller,10040,2023-04-10,2023,TBR,SEA,5,6.3,30,3,2,0,1.04,5,2023_10040_0
Bryce Miller,10040,2023-04-11,2023,TBR,CIN,3,5.7,26,4,2,1,1.05,1,2023_10040_1
Bryce Miller,10040,2023-04-12,2023,TBR,SEA,2,7.7,32,8,3,1,1.05,1,2023_10040_2
Bryce Miller,10040,2023-04-19,2023,TBR,CLE,7,5.7,27,7,1,1,1.05,7,2023_10040_3
Bryce Miller,10040,2023-04-23,2023,TBR,BAL,4,6.3,27,3,2,0,1.0,4,2023_10040_4
Bryce Miller,10040,2023-05-06,2023,TBR,ARI,1,5.3,22,5,0,1,1.05,13,2023_10040_5
Bryce Miller,10040,2023-05-30,2023,TBR,DET,5,6.7,25,6,2,1,1.05,24,2023_10040_6
Bryce Miller,10040,2023-06-15,2023,TBR,CIN,4,4.7,19,8,1,0,1.0,16,2023_10040_7
Bryce Miller,10040,2023-06-24,2023,TBR,SDP,4,6.0,24,5,2,1,1.05,9,2023_10040_8
Bryce Miller,10040,2023-07-10,2023,TBR,MIA,7,8.3,35,8,3,0,0.98,16,2023_10040_9
Bryce Miller,10040,2023-07-15,2023,TBR,MIA,1,4.3,21,7,1,0,0.98,5,2023_10040_10
Bryce Miller,10040,2023-07-20,2023,TBR,SEA,2,5.0,21,6,2,0,1.04,5,2023_10040_11
Bryce Miller,10040,2023-07-23,2023,TBR,STL,11,6.3,28,7,2,1,1.05,3,2023_10040_12
Bryce Miller,10040,2023-08-09,2023,TBR,TEX,3,6.3,28,4,3,0,0.99,17,2023_10040_13
Bryce Miller,10040,2023-08-17,2023,TBR,ATL,4,7.3,28,9,3,1,1.05,8,2023_10040_14
Bryce Miller,10040,2023-09-03,2023,TBR,CHW,3,4.7,19,5,2,0,0.99,17,2023_10040_15
Bryce Miller,10040,2023-09-09,2023,TBR,OAK,6,5.7,22,6,2,1,1.05,6,2023_10040_16
Bryce Miller,10040,2023-09-14,2023,TBR,OAK,4,3.3,16,3,1,0,1.0,5,2023_10040_17
Bryce Miller,10040,2023-09-16,2023,TBR,NYY,4,5.7,23,5,1,1,1.05,2,2023_10040_18
Bryce Miller,10040,2023-09-27,2023,TBR,WSN,6,6.0,28,6,1,1,1.05,11,2023_10040_19
Seth Lugo,10041,2023-03-28,2023,CHC,COL,5,4.0,22,1,1,0,0.92,5,2023_10041_0
Seth Lugo,10041,2023-03-31,2023,CHC,ARI,3,5.0,22,6,2,1,0.97,3,2023_10041_1
Seth Lugo,10041,2023-04-02,2023,CHC,MIA,4,5.0,20,5,1,0,0.98,2,2023_10041_2
Seth Lugo,10041,2023-04-05,2023,CHC,OAK,0,4.0,16,3,2,1,0.97,3,2023_10041_3
Seth Lugo,10041,2023-04-18,2023,CHC,SEA,5,3.7,16,2,0,1,0.97,13,2023_10041_4
Seth Lugo,10041,2023-05-01,2023,CHC,KCR,3,3.3,17,4,1,1,0.97,13,2023_10041_5
Seth Lugo,10041,2023-05-02,2023,CHC,CHW,2,5.7,29,6,2,1,0.97,1,2023_10041_6
Seth Lugo,10041,2023-05-04,2023,CHC,BOS,6,4.3,17,5,1,1,0.97,2,2023_10041_7
Seth Lugo,10041,2023-05-16,2023,CHC,NYM,1,3.0,16,5,1,0,1.06,12,2023_10041_8
Seth Lugo,10041,2023-05-28,2023,CHC,BOS,3,5.7,21,7,1,0,0.98,12,2023_10041_9
Seth Lugo,10041,2023-06-07,2023,CHC,CHW,4,5.3,22,5,2,0,0.99,10,2023_10041_10
Seth Lugo,10041,2023-06-11,2023,CHC,CIN,2,7.7,35,9,3,0,1.0,4,2023_10041_11
Seth Lugo,10041,2023-06-13,2023,CHC,SEA,4,4.3,20,4,1,0,1.04,2,2023_10041_12
Seth Lugo,10041,2023-07-08,2023,CHC,CLE,7,6.0,28,5,2,1,0.97,25,2023_10041_13
Seth Lugo,10041,2023-07-14,2023,CHC,KCR,2,4.3,16,4,1,0,0.96,6,2023_10041_14
Seth Lugo,10041,2023-07-17,2023,CHC,CLE,1,5.7,20,4,1,1,0.97,3,2023_10041_15
Seth Lugo,10041,2023-08-01,2023,CHC,SEA,10,5.3,21,7,2,1,0.97,15,2023_10041_16
Seth Lugo,10041,2023-08-13,2023,CHC,SEA,4,4.0,21,7,1,0,1.04,12,2023_10041_17
Seth Lugo,10041,2023-08-24,2023,CHC,STL,4,6.3,23,6,2,0,1.0,11,2023_10041_18
Seth Lugo,10041,2023-08-25,2023,CHC,BAL,4,3.0,12,4,2,1,0.97,1,2023_10041_19
Seth Lugo,10041,2023-08-28,2023,CHC,LAD,1,3.0,13,1,1,1,0.97,3,2023_10041_20
Seth Lugo,10041,2023-08-30,2023,CHC,PIT,3,4.0,20,4,1,0,1.0,2,2023_10041_21
Seth Lugo,10041,2023-09-15,2023,CHC,ARI,6,5.3,23,8,2,1,0.97,16,2023_10041_22
Ranger Suarez,10042,2023-04-01,2023,CLE,ARI,4,5.0,19,5,2,1,1.04,5,2023_10042_0
Ranger Suarez,10042,2023-04-16,2023,CLE,PIT,3,5.7,26,6,2,0,1.0,15,2023_10042_1
Ranger Suarez,10042,2023-04-19,2023,CLE,TEX,2,6.3,26,8,1,1,1.04,3,2023_10042_2
Ranger Suarez,10042,2023-04-24,2023,CLE,WSN,4,4.7,17,4,1,0,1.01,5,2023_10042_3
Ranger Suarez,10042,2023-05-04,2023,CLE,SDP,9,5.7,23,7,2,1,1.04,10,2023_10042_4
Ranger Suarez,10042,2023-05-13,2023,CLE,CHW,5,4.0,20,3,1,0,0.99,9,2023_10042_5
Ranger Suarez,10042,2023-05-20,2023,CLE,OAK,3,5.3,18,9,2,1,1.04,7,2023_10042_6
Ranger Suarez,10042,2023-05-25,2023,CLE,TOR,2,4.3,22,1,2,0,1.0,5,2023_10042_7
Ranger Suarez,10042,2023-05-28,2023,CLE,PHI,2,4.3,17,3,0,0,1.01,3,2023_10042_8
Ranger Suarez,10042,2023-06-03,2023,CLE,PHI,7,6.3,23,7,3,0,1.01,6,2023_10042_9
Ranger Suarez,10042,2023-06-15,2023,CLE,MIN,3,3.7,20,5,2,1,1.04,12,2023_10042_10
Ranger Suarez,10042,2023-07-03,2023,CLE,CHC,1,3.7,18,5,2,0,0.97,18,2023_10042_11
Ranger Suarez,10042,2023-07-07,2023,CLE,PIT,1,3.7,16,3,1,0,1.0,4,2023_10042_12
Ranger Suarez,10042,2023-07-15,2023,CLE,ATL,3,5.3,26,7,2,0,1.02,8,2023_10042_13
Ranger Suarez,10042,2023-07-18,2023,CLE,DET,5,5.3,23,6,0,1,1.04,3,2023_10042_14
Ranger Suarez,10042,2023-07-24,2023,CLE,DET,3,4.7,28,6,1,1,1.04,6,2023_10042_15
Ranger Suarez,10042,2023-07-31,2023,CLE,TOR,7,4.3,22,4,2,1,1.04,7,2023_10042_16
Ranger Suarez,10042,2023-08-01,2023,CLE,WSN,5,5.0,22,5,1,0,1.01,1,2023_10042_17
Ranger Suarez,10042,2023-08-02,2023,CLE,LAA,7,5.0,19,6,1,1,1.04,1,2023_10042_18
Ranger Suarez,10042,2023-08-09,2023,CLE,COL,2,7.0,26,7,4,1,1.04,7,2023_10042_19
Ranger Suarez,10042,2023-08-12,2023,CLE,PHI,4,4.7,20,4,3,0,1.01,3,2023_10042_20
Ranger Suarez,10042,2023-08-15,2023,CLE,LAD,2,3.3,11,2,2,1,1.04,3,2023_10042_21
Ranger Suarez,10042,2023-08-22,2023,CLE,SEA,1,3.0,10,3,0,0,1.04,7,2023_10042_22
Ranger Suarez,10042,2023-08-27,2023,CLE,TOR,3,6.0,22,7,2,0,1.0,5,2023_10042_23
Ranger Suarez,10042,2023-08-30,2023,CLE,TEX,10,6.3,30,3,1,1,1.04,3,2023_10042_24
Ranger Suarez,10042,2023-09-21,2023,CLE,DET,6,4.7,18,4,2,1,1.04,22,2023_10042_25
Ranger Suarez,10042,2023-09-22,2023,CLE,COL,2,4.0,14,5,2,1,1.04,1,2023_10042_26
Ranger Suarez,10042,2023-09-24,2023,CLE,ARI,2,3.0,12,2,0,1,1.04,2,2023_10042_27
Tanner Houck,10043,2023-03-29,2023,KCR,WSN,2,4.7,22,4,2,1,0.96,5,2023_10043_0
Tanner Houck,10043,2023-04-07,2023,KCR,LAD,5,7.7,34,10,3,1,0.96,9,2023_10043_1
Tanner Houck,10043,2023-04-08,2023,KCR,MIA,1,5.7,25,6,1,0,0.98,1,2023_10043_2
Tanner Houck,10043,2023-04-10,2023,KCR,CLE,1,5.3,25,7,1,1,0.96,2,2023_10043_3
Tanner Houck,10043,2023-04-16,2023,KCR,ARI,4,3.3,14,0,2,1,0.96,6,2023_10043_4
Tanner Houck,10043,2023-04-21,2023,KCR,MIL,6,4.3,19,7,1,1,0.96,5,2023_10043_5
Tanner Houck,10043,2023-04-29,2023,KCR,BOS,3,3.7,16,1,0,0,0.98,8,2023_10043_6
Tanner Houck,10043,2023-05-10,2023,KCR,CHW,2,5.3,20,7,1,0,0.99,11,2023_10043_7
Tanner Houck,10043,2023-05-13,2023,KCR,STL,2,6.7,26,6,1,1,0.96,3,2023_10043_8
Tanner Houck,10043,2023-05-15,2023,KCR,TEX,3,3.0,13,2,0,0,0.99,2,2023_10043_9
Tanner Houck,10043,2023-05-23,2023,KCR,PHI,4,7.0,28,6,2,0,1.01,8,2023_10043_10
Tanner Houck,10043,2023-06-01,2023,KCR,NYM,1,3.0,14,2,0,1,0.96,9,2023_10043_11
Tanner Houck,10043,2023-06-24,2023,KCR,PIT,6,5.7,24,8,1,0,1.0,23,2023_10043_12
Tanner Houck,10043,2023-06-25,2023,KCR,TOR,1,5.3,21,7,2,1,0.96,1,2023_10043_13
Tanner Houck,10043,2023-06-26,2023,KCR,DET,3,6.7,26,9,3,1,0.96,1,2023_10043_14
Tanner Houck,10043,2023-07-01,2023,KCR,LAD,0,3.3,15,5,2,1,0.96,5,2023_10043_15
Tanner Houck,10043,2023-07-08,2023,KCR,SEA,0,3.7,18,3,2,1,0.96,7,2023_10043_16
Tanner Houck,10043,2023-07-10,2023,KCR,WSN,1,4.7,22,4,1,1,0.96,2,2023_10043_17
Tanner Houck,10043,2023-07-26,2023,KCR,MIN,1,5.3,26,5,1,1,0.96,16,2023_10043_18
Tanner Houck,10043,2023-08-02,2023,KCR,SEA,4,6.3,24,4,3,0,1.04,7,2023_10043_19
Tanner Houck,10043,2023-08-15,2023,KCR,NYM,1,5.3,23,7,3,1,0.96,13,2023_10043_20
Tanner Houck,10043,2023-08-16,2023,KCR,LAA,3,6.3,26,8,1,1,0.96,1,2023_10043_21
Tanner Houck,10043,2023-08-18,2023,KCR,OAK,4,6.0,26,5,1,1,0.96,2,2023_10043_22
Tanner Houck,10043,2023-09-06,2023,KCR,TOR,4,5.0,20,4,1,0,1.0,19,2023_10043_23
Tanner Houck,10043,2023-09-12,2023,KCR,PIT,3,3.3,17,4,1,1,0.96,6,2023_10043_24
Tanner Houck,10043,2023-09-13,2023,KCR,TBR,2,6.3,31,7,2,0,1.05,1,2023_10043_25
Tanner Houck,10043,2023-09-15,2023,KCR,BAL,2,5.3,23,7,0,0,1.0,2,2023_10043_26
Tanner Houck,10043,2023-09-20,2023,KCR,COL,0,3.3,17,3,2,1,0.96,5,2023_10043_27
Grayson Rodriguez,10044,2023-03-29,2023,PHI,MIL,2,5.3,22,6,2,1,1.01,5,2023_10044_0
Grayson Rodriguez,10044,2023-04-10,2023,PHI,DET,11,7.0,31,8,1,1,1.01,12,2023_10044_1
Grayson Rodriguez,10044,2023-04-22,2023,PHI,CHW,6,5.3,18,5,2,0,0.99,12,2023_10044_2
Grayson Rodriguez,10044,2023-05-02,2023,PHI,BAL,6,4.7,18,4,3,1,1.01,10,2023_10044_3
Grayson Rodriguez,10044,2023-05-05,2023,PHI,SEA,8,7.0,32,8,3,0,1.04,3,2023_10044_4
Grayson Rodriguez,10044,2023-05-09,2023,PHI,NYY,7,5.7,24,6,2,1,1.01,4,2023_10044_5
Grayson Rodriguez,10044,2023-05-10,2023,PHI,MIA,4,4.0,15,5,0,1,1.01,1,2023_10044_6
Grayson Rodriguez,10044,2023-05-18,2023,PHI,SEA,6,5.3,23,4,2,0,1.04,8,2023_10044_7
Grayson Rodriguez,10044,2023-05-19,2023,PHI,CHW,2,5.0,26,4,1,0,0.99,1,2023_10044_8
Grayson Rodriguez,10044,2023-05-27,2023,PHI,TBR,11,8.3,37,13,3,0,1.05,8,2023_10044_9
Grayson Rodriguez,10044,2023-06-09,2023,PHI,BAL,9,6.3,31,4,2,0,1.0,13,2023_10044_10
Grayson Rodriguez,10044,2023-06-18,2023,PHI,TOR,6,6.7,25,9,1,0,1.0,9,2023_10044_11
Grayson Rodriguez,10044,2023-06-23,2023,PHI,CIN,4,5.0,18,7,2,1,1.01,5,2023_10044_12
Grayson Rodriguez,10044,2023-06-30,2023,PHI,CHC,7,5.0,20,4,1,0,0.97,7,2023_10044_13
Grayson Rodriguez,10044,2023-07-15,2023,PHI,COL,4,5.0,21,6,3,1,1.01,15,2023_10044_14
Grayson Rodriguez,10044,2023-07-28,2023,PHI,MIN,1,4.3,16,7,0,0,1.0,13,2023_10044_15
Grayson Rodriguez,10044,2023-08-01,2023,PHI,LAA,1,3.7,14,3,1,0,0.99,4,2023_10044_16
Grayson Rodriguez,10044,2023-08-03,2023,PHI,DET,6,3.7,17,5,2,1,1.01,2,2023_10044_17
Grayson Rodriguez,10044,2023-08-11,2023,PHI,BOS,10,5.7,26,7,1,1,1.01,8,2023_10044_18
Grayson Rodriguez,10044,2023-08-12,2023,PHI,TOR,5,5.7,24,8,1,0,1.0,1,2023_10044_19
Grayson Rodriguez,10044,2023-08-16,2023,PHI,ARI,6,6.0,26,7,3,0,1.03,4,2023_10044_20
Grayson Rodriguez,10044,2023-08-17,2023,PHI,CHC,4,4.3,24,0,1,1,1.01,1,2023_10044_21
Grayson Rodriguez,10044,2023-08-19,2023,PHI,TEX,4,3.3,12,2,1,0,0.99,2,2023_10044_22
Grayson Rodriguez,10044,2023-08-21,2023,PHI,NYM,13,8.0,32,9,2,1,1.01,2,2023_10044_23
Grayson Rodriguez,10044,2023-09-04,2023,PHI,WSN,3,6.3,27,5,2,0,1.01,14,2023_10044_24
Grayson Rodriguez,10044,2023-09-11,2023,PHI,SFG,8,5.7,24,4,0,0,1.03,7,2023_10044_25
Grayson Rodriguez,10044,2023-09-13,2023,PHI,WSN,6,6.0,25,5,2,1,1.01,2,2023_10044_26
Grayson Rodriguez,10044,2023-09-17,2023,PHI,HOU,6,6.7,26,7,2,0,1.02,4,2023_10044_27
Grayson Rodriguez,10044,2023-09-22,2023,PHI,PIT,8,7.0,34,6,3,0,1.0,5,2023_10044_28
Grayson Rodriguez,10044,2023-09-27,2023,PHI,CLE,9,5.3,25,7,3,1,1.01,5,2023_10044_29
JP Sears,10046,2023-04-05,2023,TBR,SDP,6,5.7,26,6,2,1,1.05,5,2023_10046_0
JP Sears,10046,2023-04-25,2023,TBR,CHC,0,3.3,15,3,0,1,1.05,20,2023_10046_1
JP Sears,10046,2023-05-11,2023,TBR,NYM,0,3.7,17,3,1,0,1.06,16,2023_10046_2
JP Sears,10046,2023-05-14,2023,TBR,CHC,8,3.0,10,1,1,1,1.05,3,2023_10046_3
JP Sears,10046,2023-05-23,2023,TBR,STL,3,3.7,16,5,2,0,1.0,9,2023_10046_4
JP Sears,10046,2023-06-04,2023,TBR,NYM,3,3.7,18,2,1,0,1.06,12,2023_10046_5
JP Sears,10046,2023-06-15,2023,TBR,BAL,0,3.0,14,4,0,0,1.0,11,2023_10046_6
JP Sears,10046,2023-07-17,2023,TBR,PHI,6,5.7,25,3,1,0,1.01,30,2023_10046_7
JP Sears,10046,2023-08-11,2023,TBR,CLE,5,4.0,20,2,2,1,1.05,25,2023_10046_8
JP Sears,10046,2023-08-26,2023,TBR,TOR,1,3.0,14,2,0,1,1.05,15,2023_10046_9
JP Sears,10046,2023-09-17,2023,TBR,SDP,5,3.0,14,4,1,1,1.05,22,2023_10046_10
JP Sears,10046,2023-09-29,2023,TBR,KCR,2,3.0,12,2,0,1,1.05,12,2023_10046_11
Michael King,10047,2023-04-05,2023,SFG,KCR,10,6.3,28,6,1,1,1.03,5,2023_10047_0
Michael King,10047,2023-04-17,2023,SFG,SDP,8,8.3,37,8,2,0,1.08,12,2023_10047_1
Michael King,10047,2023-04-19,2023,SFG,SDP,5,6.0,25,5,2,0,1.08,2,2023_10047_2
Michael King,10047,2023-04-23,2023,SFG,TOR,4,5.0,17,6,3,1,1.03,4,2023_10047_3
Michael King,10047,2023-05-05,2023,SFG,NYY,10,6.3,25,6,2,1,1.03,12,2023_10047_4
Michael King,10047,2023-05-16,2023,SFG,CIN,9,8.3,35,10,2,1,1.03,11,2023_10047_5
Michael King,10047,2023-05-18,2023,SFG,BOS,8,7.3,31,9,3,1,1.03,2,2023_10047_6
Michael King,10047,2023-05-20,2023,SFG,ATL,3,4.7,18,1,1,0,1.02,2,2023_10047_7
Michael King,10047,2023-05-27,2023,SFG,STL,4,5.0,17,4,2,0,1.0,7,2023_10047_8
Michael King,10047,2023-05-31,2023,SFG,STL,10,4.7,18,5,2,0,1.0,4,2023_10047_9
Michael King,10047,2023-06-03,2023,SFG,ATL,12,6.7,28,9,3,0,1.02,3,2023_10047_10
Michael King,10047,2023-06-11,2023,SFG,TOR,5,5.7,24,4,1,1,1.03,8,2023_10047_11
Michael King,10047,2023-06-12,2023,SFG,OAK,3,5.0,19,4,1,1,1.03,1,2023_10047_12
Michael King,10047,2023-06-18,2023,SFG,NYY,10,7.7,30,10,3,1,1.03,6,2023_10047_13
Michael King,10047,2023-06-30,2023,SFG,CLE,5,6.0,24,5,3,1,1.03,12,2023_10047_14
Michael King,10047,2023-07-12,2023,SFG,COL,3,5.0,23,4,1,0,0.92,12,2023_10047_15
Michael King,10047,2023-07-13,2023,SFG,TEX,12,5.7,26,2,3,0,0.99,1,2023_10047_16
Michael King,10047,2023-07-14,2023,SFG,OAK,11,6.3,27,6,2,0,1.0,1,2023_10047_17
Michael King,10047,2023-07-31,2023,SFG,PIT,9,7.3,33,10,3,1,1.03,17,2023_10047_18
Michael King,10047,2023-08-13,2023,SFG,ATL,10,5.7,24,7,3,1,1.03,13,2023_10047_19
